Show_id,Type,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Data_Quality_notes
s4879,Movie,Forgive Us Our Debts,Antonio Morabito,MarcoGialliniClaudioSantamariaJerzyStuhrFlonjaKodheli,"Italy, Switzerland, Albania, Poland","May 4, 2018",2018,TV-MA,105 min,"Dramas, International Movies",Threatened by creditors a newly unemployed man agrees to work for a debt collector but soon discovers his deal with the devil has unexpected costs,
s4880,Tv Show,Kong King of the Apes,unknown,LeeTockarSamVincentAlessandroJulianiTabithaStGermainKathleenBarrVivLeacockShannonChanKentVincentTong,"United States, Japan, Canada","May 4, 2018",2018,TV-Y7,2 Seasons,Kids' TV,In 2050 an evil scientist is about to unleash an army of robotic dinosaurs Now its up to Kong and friends to fight back and save the day,
s4881,Movie,Lo ms sencillo es complicarlo todo,Rene Bueno,DannaPaolaMarjorieDeSousaAlosianVivancosDanielaWongLaloBritoEduardoTansPaulinaMatosFernandoSarfatiLorenaSanMartnConsueloVega,Mexico,"May 4, 2018",2018,TV-14,94 min,"Comedies, International Movies, Romantic Movies",When a 17yearold learns the TV news host she pines for is engaged she and her best friend launch an elaborate plan to prevent his marriage,
s4882,Movie,Manhunt,John Woo,ZhangHanyuMasaharuFukuyamaQiWeiJiwonHaJunKunimuraAngelesWooNanamiSakuraba,"China, Hong Kong","May 4, 2018",2017,TV-MA,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharpwitted Japanese detective to stop a dangerous corporate plot,
s4883,Movie,Thi Mai,Patricia Ferreira,CarmenMachiAdrianaOzoresAitanaSnchezGijnDaniRoviraEricNguyenPedroCasablancJosTroncosoJosBurgosAnaLpezPedroMiguelMartnezNguyenNganHa,Spain,"May 4, 2018",2017,TV-MA,99 min,"Comedies, Dramas, International Movies",Along with her two friends a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt,
s4884,Movie,Si saben cmo me pongo p qu me invitan,Fernando Aylln,RicardoQuevedoIvnMarnFreddyBeltrnNelsonPolanaFabiolaPosadaLissPereiraJessicaSanjuanLinaCardona,Colombia,"May 3, 2018",2018,TV-MA,89 min,"Comedies, International Movies",When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles shenanigans ensue,
s4885,Movie,Jailbreak,Jimmy Henderson,JeanPaulLyDaraOurTharothSamDaraPhangCelineTranSavinPhillipSokVisal,Cambodia,"May 2, 2018",2017,TV-MA,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a highsecurity prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge,
s4886,Movie,Ajji,Devashish Makhija,SushamaDeshpandeAbhishekBanerjeeSmitaTambeSharvaniSuryavanshiVikasKumarSadiyaSiddiquiSudhirPandeyManujSharma,India,"May 1, 2018",2017,TV-MA,105 min,"Dramas, International Movies",When her small granddaughter is sexually assaulted by a powerful man and no justice is served a poor frail old woman plots her violent revenge,
s4887,Movie,CIA Comrade in America,Amal Neerad,DulquerSalmaanKarthikaMuraleedharanSiddiqueSoubinShahirDileeshPothanJohnVijayChandiniSreedharanJinuJosephSujithShankarAlencierLeyLopez,India,"May 1, 2018",2017,TV-14,130 min,"Action & Adventure, Dramas, Independent Movies",A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the US but he doesnt have the papers to get there,
s4888,Movie,Coffee for All,Fluvio Iannuci Roly Santos,unknown,"Italy, United States, Argentina","May 1, 2018",2017,TV-PG,69 min,"Documentaries, International Movies",In Naples Buenos Aires and New York people reflect on the Neapolitan tradition of suspended coffee and how it changed their lives,
s4889,Movie,Darc,Julius R Nasso,TonySchienaArmandAssanteKippeiShiinaShoIkushimaViennaHehirTetsuWatanabeGrandMasterJohnUKimDawnOlivieri,United States,"May 1, 2018",2018,TV-MA,98 min,"Action & Adventure, Independent Movies",To bring down a global human trafficking ring an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza,
s4890,Movie,Despido Procedente,Lucas Figueroa,ImanolAriasDaroGrandinettiHugoSilvaLuisLuqueMiguelngelSolTomsPozziValeriaAlonso,"Argentina, Spain","May 1, 2018",2017,TV-MA,90 min,"Comedies, International Movies",A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby who demands compensation for the error,
s4891,Movie,John Mulaney Kid Gorgeous at Radio City,Alex Timbers,JohnMulaney,United States,"May 1, 2018",2018,TV-MA,65 min,Stand-Up Comedy,John Mulaney relays stories from his childhood and SNL eviscerates the value of college and laments getting older in this electric comedy special,
s4892,Movie,My Perfect Romance,Justin G Dyck,KimberlySueMurrayChristopherRussellLaurenHollyJodieSweetinMorganFairchild,Canada,"May 1, 2018",2018,PG,92 min,"Comedies, International Movies, Romantic Movies",Just in time for Valentines Day a program developer pitches a revolutionary dating algorithm to her new CEO who volunteers them as guinea pigs,
s4893,Movie,Pocoyo  Cars,unknown,StephenFryAlexMarty,unknown,"May 1, 2018",2015,TV-Y,19 min,Movies,Pocoyo gears up for exciting car races and learns that friends teamwork and imagination are what matter the most,
s4894,Movie,Pocoyo  The Space Circus,Alfonso Rodrguez,StephenFryCarysDoyle,Spain,"May 1, 2018",2008,TV-Y,25 min,Movies,Acrobatic aliens arrive on spaceships and perform for everyone but when angry aliens arrive as well Pocoyo and his friends must now put on a show,
s4895,Movie,Pocoyo Carnival,unknown,StephenFryAlexMarty,unknown,"May 1, 2018",2015,TV-Y,22 min,Movies,To celebrate the carnival everyone learns to dance to different music Plus Pocoyos friends surprise him with something delicious,
s4896,Movie,Pocoyo Halloween Space Halloween,unknown,StephenFryMontanaSmedley,United States,"May 1, 2018",2015,TV-Y,40 min,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space,
s4897,Movie,Pocoyo Halloween Spooky Movies,unknown,StephenFryMontanaSmedley,unknown,"May 1, 2018",2014,TV-Y,22 min,Movies,Pocoyo finds a special toy and plays new games with his friends then theyre spooked by a scary box and try to find out whos inside,
s4898,Movie,Pocoyo Special Sports,Guillermo Garcia David Cantolla,unknown,unknown,"May 1, 2018",2016,TV-Y,24 min,Movies,Everyone is getting excited for the games Pocoyo plays baseball and golf and races with his friends Ready set go,
s4899,Tv Show,Simon,unknown,LotiBaileyHaydenConnettKeithFaulknerRudyGreatorexLukeHaliwellJacobPrestonJoannaRuizAlexStarke,France,"May 1, 2018",2016,TV-Y,1 Season,Kids' TV,With his vivid imagination Simon the rabbit searches for fun while learning about the importance of responsibility and communication,
s4900,Movie,Sometimes,Priyadarshan,PrakashRajShreyaReddyAshokSelvan,India,"May 1, 2018",2016,TV-14,101 min,"Dramas, International Movies",Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early learning one is positive,
s4901,Tv Show,Spiritual House,unknown,HiroyukiEharaMikiSumiyoshiSatoKondoKazuhiroKiyoharaNorikoSakaiMoeOshikiriHomareSawaMarikoHayashi,unknown,"May 1, 2018",2017,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations probing into their issues and spotlighting their accomplishments,
s4902,Movie,The Clapper,Dito Montiel,EdHelmsAmandaSeyfriedTracyMorganBrendaVaccaroPJByrneLeahReminiMickeyGoochJrAdamLevineRussellPetersAlanThicke,United States,"May 1, 2018",2017,R,90 min,"Comedies, Dramas, Independent Movies",A newcomer ekes out a living in LA as a professional audience member on infomercials but life gets complicated when hes thrust into the spotlight,
s4903,Movie,Toc Toc,Vicente Villanueva,PacoLenAlexandraJimnezRossydePalmaNuriaHerreroAdrinLastraOscarMartnezInmaCuevasAnaRujasCarolinaLapausa,Spain,"May 1, 2018",2017,TV-MA,96 min,"Comedies, International Movies",A group of patients with OCD wait for their flightdelayed doctor to arrive for their appointments forcing them to endure each others oddball quirks,
s4904,Tv Show,Black Crows,unknown,RashedAlShamraniSayedRajabDinaTalaatMohamadAlAhmadMaramAlBloushiMahmoudBuShehriAseelOmranMonaShaddadAzeezKhayounAymanMabroukEisaDiabDimaAlJundi,"Saudi Arabia, Syria, Egypt, Lebanon, Kuwait","April 30, 2018",2017,TV-14,1 Season,"International TV Shows, TV Dramas",This drama portrays women and kids living under the Islamic State group a Yazidi slave an undercover reporter a recruited mom and child snipers,
s4905,Movie,Running Shaadi,Amit Roy,AmitSadhTapseePannuArshBajwaBrijendraKalaMahavirBhullarPankajJhaNeetaMohindra,India,"April 30, 2018",2017,TV-14,115 min,"Comedies, International Movies, Romantic Movies",A Bihari migrant runs a successful service to help couples elope until the daughter of his former boss stirs the pot,
s4906,Movie,The Price of Success,Teddy LussiModeste,TaharRahimMawennLeBescoRoschdyZemGrgoireColinSultanAliMarhyarCamilleLelloucheSadaBekkoucheMeriemSerbahSalmaLahmer,France,"April 30, 2018",2017,TV-MA,92 min,"Dramas, International Movies",Struggling to balance family ties and a career a rising comedian of Parisian banlieue roots learns the true price of fame,
s4907,Tv Show,Bobby Kennedy for President,Dawn Porter,RobertFKennedy,unknown,"April 27, 2018",2018,TV-MA,1 Season,Docuseries,Historic footage and leading voices of the era examine the Bobby Phenomenon of the 1960s and the legacy of the man who helped redefine the country,
s4908,Movie,Candy Jar,Ben Shelton,ChristinaHendricksHelenHuntUzoAdubaSamiGayleJacobLatimore,United States,"April 27, 2018",2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams,
s4909,Tv Show,Goodnight DJ 1,unknown,ChanFongZChenFrederickLeeMelvinSiaChrisTongRickmanChiaHenleyHii,unknown,"April 27, 2018",2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Horror",Young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams accidents and everyday life,
s4910,Movie,Holy Goalie,Curro Velzquez,KarraElejaldeAlainHernndezJuanManuelMontillaJoelBosquedMacarenaGarcaTitoValverdePacoRuedaGuillermoFuriaseTxemaBlascoPacoSagarzazu,Spain,"April 27, 2018",2017,TV-MA,95 min,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel,
s4911,Tv Show,Moving On,unknown,IreneSantiagoGaryEstradaArielRiveraPatrickTheoLouiseChongManoManiamJojoStruysAlvinWong,unknown,"April 27, 2018",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",Family problems relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia,
s4912,Movie,The Rachel Divide,Laura Brownson,unknown,United States,"April 27, 2018",2018,TV-MA,105 min,Documentaries,Rachel Dolezal her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity,
s4913,Movie,The Week Of,Robert Smigel,AdamSandlerChrisRockSteveBuscemiRachelDratchAllisonStrongRolandBuckIIIKatieHartmanChloeHimmelmanJakeLippmannJimBaroneJuneGable,United States,"April 27, 2018",2018,TV-14,117 min,Comedies,Two fathers with clashing views about their childrens upcoming wedding struggle to keep it together during the chaotic week before the big day,
s4914,Tv Show,Trio and a Bed,unknown,AnnabelleKongAmberChiaCarmenSooDannyWanDanielTanJeffreyCheng,unknown,"April 27, 2018",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",After graduation three women from distinct backgrounds find themselves in the real world facing the challenges of work romance and unexpected fame,
s4915,Tv Show,unknown,unknown,LiNanxingChristopherLeeJessecaLiuAppleHongJeanetteAw,unknown,"April 27, 2018",2016,TV-14,1 Season,"International TV Shows, TV Dramas",Two brothers start a new life in Singapore where they run into a childhood friend who falls in love with the elder while attracting the younger,
s4916,Movie,Enissa Amani Ehrenwort,Max Amini,EnissaAmani,Germany,"April 26, 2018",2018,TV-MA,66 min,Stand-Up Comedy,Live from Hamburg IranianGerman comedian Enissa Amani shares her take on German engineering tax deductions and online fanmail etiquette,
s4917,Movie,Bill Nye Science Guy,Jason Sussberg David Alvarado,BillNyeNeildeGrasseTysonEugenieScottFrancisCollinsAnnDruyan,United States,"April 25, 2018",2017,TV-PG,97 min,Documentaries,The dynamic bowtied host behind the young adult science show faces climatechange skeptics as he demonstrates the importance of scientific evidence,
s4918,Movie,Fishtronaut The Movie,Clia Catunda Kiko Mistrorigo Rodrigo Eba,FbioLucindoCelsoAlvesFernandaBullara,Brazil,"April 25, 2018",2018,TV-Y,78 min,Children & Family Movies,Fishtronaut Marina and Zeek travel to the big city in search of Grandpa only to find that everyone else has mysteriously vanished too,
s4919,Movie,Psychokinesis,Sangho Yeon,RyuSeungryongShimEunkyungJungminParkMinjaeKimYumiJung,South Korea,"April 25, 2018",2018,TV-MA,102 min,"Action & Adventure, Comedies, International Movies",Suddenly possessed with supernatural powers a father sets out to help his estranged daughter whos at risk of losing everything shes lived for,
s4920,Movie,Kevin James Never Dont Give Up,Andy Fickman,KevinJames,United States,"April 24, 2018",2018,TV-PG,62 min,Stand-Up Comedy,Kevin James makes his longawaited return to standup in this familyfriendly special dishing on fatherhood fans his disdain for allergies and more,
s4921,Movie,Dude,Olivia Milch,LucyHaleKathrynPrescottAlexandraShippAwkwafinaAlexWolffBrookeSmithJerryMacKinnonRonenRubensteinSatyaBhabhaSydneyLucas,United States,"April 20, 2018",2018,TV-MA,97 min,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes  and smoke a lot of weed  during their last two weeks of high school,
s4922,Movie,Kodachrome,Mark Raso,EdHarrisJasonSudeikisElizabethOlsen,"Canada, United States","April 20, 2018",2018,TV-MA,105 min,"Comedies, Dramas",A record company exec joins his estranged dad a famous photographer whos dying on a road trip to the last lab still developing Kodachrome film,
s4923,Movie,Mercury 13,David Sington Heather Walsh,unknown,United States,"April 20, 2018",2018,TV-PG,79 min,Documentaries,After rigorous testing in 1961 a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight,
s4924,Movie,All The Reasons To Forget,Pedro Coutinho,JohnnyMassaroBiancaComparatoReginaBragaMariaLauraNogueiraVictorMendesThiagoAmaralRafaelPrimotEduardoMossriRitaBatataLarissaFerrara,Brazil,"April 19, 2018",2017,TV-MA,90 min,"Comedies, Dramas, International Movies",A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn its more difficult than he anticipated,
s4925,Tv Show,Charit,unknown,AliciavonRittbergMaximilianMeyerBretschneiderJustusvonDohnnyiMatthiasKoeberlinChristophBachErnstSttznerKlaraDeutschmannRamonaKunzeLibnowDanielStrerTanjaSchleiffMonikaOschekEmiliaSchleMatthiasBrennerThomasLoibl,Germany,"April 19, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",At Berlins Charit hospital in 1888 Ida finds romance a path to her dream job and an inside look into cures for tuberculosis and diphtheria,
